"gid","name","sequence"
"1756","SEC23A","610511.0001"
"1757","ADRA2B","104260.0001"
"1758","MYO6","600970.0002"
"1759","PSEN1","104311.0001"
"1760","SOX18","601618.0001"
"1761","DCHS1","603057.0004"
"1762","FOXD3","611539.0001"
"1763","TSHZ1","614427.0001"
"1764","GFI1","600871.0002"
"1765","MATN3","602109.0003"
"1766","DSG4","607892.0001"
"1767","ALG2","607905.0001"
"1768","BMP4","112262.0001"
"1769","CSTA","184600.0001"
"1770","GATA4","600576.0001"
"1771","ACP5","171640.0001"
"1772","GBA","606463.0004"
"1773","BMPER","608699.0001"
"1774","TMEM216","613277.0001"
"1775","PCLO","604918.0001"
"1776","DPAGT1","191350.0001"
"1777","ARFGEF2","605371.0001"
"1778","RANBP2","601181.0001"
"1779","SGCA","600119.0001"
"1780","PROM1","604365.0003"
"1781","UNG","191525.0001"
"1782","FSHR","136435.0008"
"1783","FBLN1","135820"
"1784","SLC30A2","609617.0001"
"1785","SPINK1","167790.0001"
"1786","PRPH2","179605.0001"
"1787","PRPH2","179605.0008"
"1788","P2RX2","600844.0001"
"1789","BCR","151410"
"1790","AP3B1","603401.0001"
"1791","ARHGEF10","608136.0001"
"1792","HGF","142409.0001"
"1793","MYH7","160760.0028"
"1794","MEF2A","600660.0001"
"1795","YARS","603623.0001"
"1796","SIX1","601205.0001"
"1797","FBN1","134797.0040"
"1798","SCN4A","603967.0009"
"1799","CENPJ","609279.0001"
"1800","GDAP1","606598.0006"
"1801","RASA1","139150.0004"
"1802","AGC1","155760.0001"
"1803","MUTYH","604933.0001"
"1804","CD36","173510.0001"
"1805","TGFBI","601692.0005"
"1806","TNPO3","610032.0001"
"1807","CC2D1A","610055.0001"
"1808","TXNL4A","611595.0001"
"1809","AGPAT2","603100.0001"
"1810","ALG1","605907.0001"
"1811","NMNAT1","608700.0001"
"1812","CHRNA4","118504.0002"
"1813","MYH14","608568.0001"
"1814","GANAB","104160.0001"
"1815","ERCC6","609413.0009"
"1816","TUBB3","602661.0001"
"1817","CPT2","600650.0001"
"1818","ERF","611888.0001"
"1819","D2HGD","609186.0001"
"1820","SLC26A4","605646.0004"
"1821","GARS","600287.0002"
"1822","CHMP2B","609512.0001"
"1823","AP2S1","602242.0001"
"1824","JAK3","600173.0001"
"1825","ABCB4","171060.0005"
"1826","RAB7","602298.0001"
"1827","FTL","134790.0001"
"1828","PRKAG2","602743.0001"
"1829","FANCE","613976.0001"
"1830","KRT1","139350.0004"
"1831","WFS1","606201"
"1832","COL9A3","120270.0001"
"1833","ANK2","106410.0001"
"1834","TMIE","607237.0001"
"1835","SCARF2","613619.0001"
"1836","SLC26A2","222600.0005"
"1837","MEIS2","601740.0001"
"1838","PC1","162150.0001"
"1839","DFNA5","608798.0001"
"1840","NPHS2","604766.0001"
"1841","KRT14","148066.0004"
"1842","CACNA1C","114205.0001"
"1843","CDH23","605516.0001"
"1844","OTOF","603681.0001"
"1845","SLC2A1","138140.0018"
"1846","MAF","177075.0005"
"1847","LITAF","603795.0001"
"1848","MAPT","157140.0019"
"1849","MFN2","608507.0009"
"1850","SCN5A","600163.0034"
"1851","ALG3","608750.0001"
"1852","ALDH18A1","138250.0006"
"1853","SCN5A","600163.0004"
"1854","STRA6","610745.0007"
"1855","CASR","601199.0004"
"1856","DICER1","606241.0001"
"1857","JUP","173325.0001"
"1858","LTBP3","602090.0001"
"1859","ABCA12","607800.0001"
"1860","SGCD","601411.0001"
"1861","MYO7A","276903.0011"
"1862","NF1","613113.0033"
"1863","SMARCA2","600014.0001"
"1864","BICC1","614295.0001"
"1865","COCH","603196.0001"
"1866","ATP1A3","182350.0014"
"1867","MTMR2","603557.0001"
"1868","CDH23","605516.0005"
"1869","DCHS1","603057.0001"
"1870","RUNX1","151385.0001"
"1871","NDRG1","605262.0001"
"1872","RAG1","179615.0001"
"1873","RAG2","179616.0001"
"1874","CHRNA1","100690.0001"
"1875","DES","125660.0001"
"1876","GARS","600287.0001"
"1877","LDB3","605906.0005"
"1878","TNNT2","191045.0001"
"1879","IGHM","147020.0001"
"1880","LIFR","151443.0001"
"1881","POU6F2","609062"
"1882","SH3TC2","608206.0001"
"1883","TECTA","602574.0001"
"1884","CRYBB2","123620.0001"
"1885","ASPH","600582.0001"
"1886","CDH3","114021.0001"
"1887","CYLD","605018.0005"
"1888","SLC12A1","600839.0001"
"1889","TNNI2","191043.0001"
"1890","TNNT3","600692.0001"
"1891","MYH3","160720.0005"
"1892","TPM2","190990.0004"
"1893","FOXC1","601090.0001"
"1894","SDHAF2","613019.0001"
"1895","MC4R","155541.0001"
"1896","PPARG","601487.0001"
"1897","UCP3","602044.0001"
"1898","NR0B2","604630.0001"
"1899","ENPP1","173335.0001"
"1900","GHRL","605353.0001"
"1901","ADRB2","109690.0002"
"1902","ADRB3","109691.0001"
"1903","UCP1","113730.0001"
"1904","UCP2","601693.0001"
"1905","POMC","176830.0001"
"1906","AGRP","602311.0001"
"1907","CARTPT","602606.0001"
"1908","CHRNE","100725.0001"
"1909","SLC25A13","603859.0001"
"1910","GNE","603824.0012"
"1911","XYLT2","608125.0002"
"1912","GLDC","238300.0001"
"1913","GCSH","238330.0001"
"1914","AMT","238310.0001"
"1915","DMGDH","605849.0001"
"1916","PINK1","608309.0001"
"1917","HMGCS2","600234.0001"
"1918","SETX","608465.0001"
"1919","TALDO1","602063.0001"
"1920","PCCA","232000.0001"
"1921","PCCB","232050.0001"
"1922","MOGS","601336.0001"
"1923","SLC40A1","604653.0001"
"1924","MATR3","164017.0001"
"1925","GCK","138079.0011"
"1926","KCNJ11","600937.0002"
"1927","ABCC8","600509.0016"
"1928","RPS28","603685.0001"
"1929","KAT6B","605880.0005"
"1930","FTL","134790.0010"
"1931","CRELD1","607170.0001"
"1932","SHANK3","606230.0001"
"1933","DJ1","602533.0001"
"1934","MYO6","600970.0001"
"1935","ALS2","606352.0002"
"1936","IL2RA","147730.0001"
"1937","SLC3A1","104614"
"1938","PREPL","609557"
"1939","PPM1B","603770"
"1940","C2orf34","609559"
"1941","TNXB","600985.0001"
"1942","DNM2","602378.0001"
"1943","JPH3","605268.0001"
"1944","HSPB1","602195.0001"
"1945","ALOXE3","607206.0001"
"1946","FKRP","606596.0001"
"1947","PRNP","176640.0018"
"1948","ATP13A2","610513.0001"
"1949","ITPR1","147265"
"1950","GNMT","606628.0001"
"1951","ADCY5","600293.0001"
"1952","TMC1","606706.0001"
"1953","DYSF","603009.0002"
"1954","GRHL3","608317.0001"
"1955","SLC2A1","138140.0001"
"1956","CDKN2A","600160.0003"
"1957","CAV1","601047.0004"
"1958","UGT1","191740.0005"
"1959","DRD5","126453.0001"
"1960","RBBP8","604124.0002"
"1961","GLUD1","138130.0001"
"1962","DNAAF3","614566.0001"
"1963","KIT","164920.0011"
"1964","PDGFRA","173490.0001"
"1965","SLC26A8","608480.0001"
"1966","FH","136850.0001"
"1967","SLC5A1","182380.0001"
"1968","PSEN2","600759.0001"
"1969","ELMO2","606421.0001"
"1970","TRPV4","605427.0030"
"1971","TNFRSF5","109535.0001"
"1972","GPR56","604110.0001"
"1973","NPHP4","607215.0006"
"1974","SANS","607696.0001"
"1975","NPHP4","607215.0001"
"1976","LRRK2","609007.0001"
"1977","MATN3","602109.0001"
"1978","IDUA","252800.0001"
"1979","IDUA","252800.0012"
"1980","IDUA","252800.0004"
"1981","WHRN","607928.0001"
"1982","B4GALT1","137060.0001"
"1983","RMRP","157660.0018"
"1984","OTOA","607038.0001"
"1985","MYO3A","606808.0001"
"1986","SUFU","607035.0007"
"1987","SMARCE1","603111.0002"
"1988","NLRP3","606416.0007"
"1989","KIF7","611254.0009"
"1990","SLC25A19","606521.0001"
"1991","TBP","600075.0001"
"1992","ABCA4","601691.0008"
"1993","CLN6","606725.0001"
"1994","PDGFRB","173410.0006"
"1995","FAS","134637.0001"
"1996","FASL","134638.0001"
"1997","LRP5","603506.0020"
"1998","PHGDH","606879.0001"
"1999","COL11A2","120290.0005"
"2000","GIPC3","608792.0001"
"2001","KCNJ11","600937.0001"
"2002","LRP5","603506.0013"
"2003","GJA3","121015.0001"
"2004","CACNA1S","114208.0004"
"2005","FN1","135600.0001"
"2006","ABCB11","603201.0001"
"2007","MPL","159530.0009"
"2008","POMP","613386.0001"
"2009","TCAP","604488.0001"
"2010","TRPM6","607009.0001"
"2011","ARIX","602753.0001"
"2012","FMO3","136132.0001"
"2013","TNFRSF11A","603499.0002"
"2014","FOXP2","605317.0001"
"2015","PCDH15","605514.0001"
"2016","KRT85","602767.0001"
"2017","INVS","243305.0001"
"2018","GUCA1A","600364.0001"
"2019","SPG11","610844.0003"
"2020","MMP13","600108.0001"
"2021","FAM111A","615292.0002"
"2022","HJV","608374.0001"
"2023","DHCR24","606418.0001"
"2024","TBL1XR1","608628.0005"
"2025","ABCB4","171060.0001"
"2026","ST14","606797.0001"
"2027","POU4F3","602460.0001"
"2028","GSC","138890.0001"
"2029","ETHE1","608451.0001"
"2030","ATP1A2","182340.0001"
"2031","GNAI3","139370.0001"
"2032","GCK","138079.0009"
"2033","SETX","608465.00006"
"2034","DCLRE1C","605988.0001"
"2035","PIK3CA","171834.0003"
"2036","MPI","154550.0001"
"2037","BSND","606412.0001"
"2038","EYA1","601653.0003"
"2039","YY1AP1","607860.0001"
"2040","NFIX","164005.0002"
"2041","CHKB","612395.0001"
"2042","THAP1","609520.0001"
"2043","ZNF9","116955.0001"
"2044","SLC29A3","612373.0001"
"2045","CARD14","607211.0001"
"2046","SEPN1","606210.0001"
"2047","FGFR3","134934.0014"
"2048","NPR2","108961.0001"
"2049","HMCN1","608548.0001"
"2050","COLQ","603033.0001"
"2051","TYMP","131222.0001"
"2052","TMEM216","613277.0002"
"2053","ALG6","604566.0001"
"2054","ACTN4","604638.0001"
"2055","CCM2","607929.0001"
"2056","PRNP","176640.0020"
"2057","GNAS","139320.0031"
"2058","GNASAS","610540.0001"
"2059","STX16","603666.0001"
"2060","PIK3R2","603157.0001"
"2061","SMCHD1","614982.0007"
"2062","RAG1","179615.0005"
"2063","RAG2","179616.0003"
"2064","DNAJB6","611332.0001"
"2065","GAD1","605363.0001"
"2066","ATXN10","603516.0001"
"2067","SLC35A1","605634.0001"
"2068","MOCOS","613274.0001"
"2069","TP63","603273.0012"
"2070","KIF22","603213.0001"
"2071","STX11","605014.0001"
"2072","KIAA0196","610657.0001"
"2073","PRF1","170280.0001"
"2074","MYH9","160775.0008"
"2075","TECTA","602574.0003"
"2076","ZSWIM6","615951.0001"
"2077","STRC","606440.0001"
"2078","EIF2B1","606686.0001"
"2079","EIF2B2","606454.0001"
"2080","EIF2B3","606273.0001"
"2081","EIF2B4","606687.0001"
"2082","EIF2B5","603945.0001"
"2083","SCN5A","600163.0001"
"2084","HBB","141900.0243"
"2085","CASP10","601762.0001"
"2086","MLC1","605908.0001"
"2087","LRP1","107770.0002"
"2088","C16ORF57","613276.0001"
"2089","LOR","152445.0001"
"2090","KIF5A","602821.0001"
"2091","DNMT1","126375.0003"
"2092","COL7A1","120120.0009"
"2093","CTDP1","604927.0001"
"2094","DTNA","601239.0001"
"2095","TMEM70","612418.0001"
"2096","ATPAF2","608918.0001"
"2097","SLC4A4","603345.0001"
"2098","GPSM2","609245.0001"
"2099","PI12","602445.0001"
"2100","CRYAA","123580.0001"
"2101","SGCB","600900.0001"
"2102","CP","117700.0001"
"2103","TP63","603273.0001"
"2104","SCN1B","600235.0001"
"2105","TFR2","604720.0001"
"2106","CRYGC","123680.0001"
"2107","SLC17A5","604322.0001"
"2108","SCO2","604272.0001"
"2109","WDR62","613583.0001"
"2110","LIPH","607365.0001"
"2111","IGHMBP2","600502.0001"
"2112","CASC5","609173.0001"
"2113","NPHP3","608002.0001"
"2114","PPP2R2B","604325.0001"
"2115","MRE11A","600814.0001"
"2116","AIPL1","604392.0001"
"2117","PER2","603426.0001"
"2118","MASS1","602851.0001"
"2119","SPG11","610844.0001"
"2120","DEPDC","614191.0001"
"2121","PPARG","601487.0007"
"2122","TMEM43","612048.0001"
"2123","SCN1A","182389.0001"
"2124","TFG","602498.0001"
"2125","PSTPIP1","606347.0001"
"2126","MPL","159530.0001"
"2127","TTBK2","611695.0001"
"2128","TIA1","603518.0001"
"2129","SBF2","607697.0001"
"2130","TRPM4","606936.0001"
"2131","TAP2","170261.0004"
"2132","PAX9","176416"
"2133","CYP4F22","611495.0001"
"2134","ACTG1","102560.0001"
"2135","MSX2","123101.0001"
"2136","RYR2","180902.0001"
"2137","CDK5RAP2","608201.0001"
"2138","RTN2","603183.0001"
"2139","COL11A1","120280.0001"
"2140","COL2A1","120140.0003"
"2141","CISD2","611507.0001"
"2142","H6PD","138090.0001"
"2143","NDE1","609449.0004"
"2144","ANGPTL3","604774.0001"
"2145","TBC1D24","613577.0001"
"2146","ASXL1","612990.0001"
"2147","CYLD","605018.0003"
"2148","SIX1","601205.0003"
"2149","MLL","159555.0001"
"2150","KCNC3","176264.0001"
"2151","HSPD1","118190.0001"
"2152","CHSY1","608123.0001"
"2153","HK1","142600.0003"
"2154","TP63","603273.0005"
"2155","MKKS","604896.0003"
"2156","EGR2","129010.0001"
"2157","MPZ","159440.0013"
"2158","AICDA","605257.0001"
"2159","PRKCG","176980.0001"
"2160","CFC1","605194.0001"
"2161","PTEN","601728.0007"
"2162","CHMP4B","610897.0001"
"2163","TNNT1","191041.0001"
"2164","SDHC","602413.0001"
"2165","GPR98","602851.0002"
"2166","GPR98","602851.0010"
"2167","PDZD7","612971.0002"
"2168","TH","191290.0001"
"2169","ABCB11","603201.0002"
"2170","HOXA11","142958.0001"
"2171","SLC17A8","607557.0001"
"2172","LMNA","150330.0020"
"2173","MED25","610197.0001"
"2174","DSPP","125485.0003"
"2175","SNCA","163890.0003"
"2176","DSP","125647.0002"
"2177","MYH2","160740.0001"
"2178","C1QTNF5","608752.0001"
"2179","NFU1","608100.0001"
"2180","APP","104760.0001"
"2181","BRCA2","600185.0009"
"2182","SIGMAR1","601978.0003"
"2183","SMOH","601500.0001"
"2184","PLAU","191840.0002"
"2185","CHST14","608429.0001"
"2186","KCNB1","600397.0001"
"2187","IARS2","612801.0001"
"2188","DNAL4","610565.0001"
"2189","SLC17A9","612107.0001"
"2190","ZFPM2","603693.0007"
"2191","EGFR","131550.0007"
"2192","JAGN1","616012.0001"
"2193","PIGW","610275.0001"
"2194","HNF4A","600281.0008"
"2195","SETBP1","611060.0006"
"2196","NOTCH1","190198.0003"
"2197","ITM2B","603904.0003"
"2198","GRHL2","608576.0003"
"2199","CDK6","603368.0001"
"2200","FEZF1","613301.0001"
"2201","EXOSC8","606019.0001"
"2202","ANLN","616027.0001"
"2203","ZMYND11","608668.0001"
"2204","TRMT10A","616013.0001"
"2205","TRNT1","612907.0001"
"2206","NADK2","615787.0001"
"2207","CCDC151","615956.0001"
"2208","PSAT1","610936.0003"
"2209","COX6A1","602072.0001"
"2210","SYT2","600104.0001"
"2211","POMK","615247.0003"
"2212","SLC16A1","600682.0005"
"2213","CLIC5","607293.0001"
"2214","BCL10","603517.0019"
"2215","NLRC4","606831.0001"
"2216","KANK2","614610.0001"
"2217","CENPE","117143.0001"
"2218","ISPD","614641.0014"
"2219","CCDC88C","611204.0004"
"2220","CTLA4","123890.0003"
"2221","IMPG1","602870"
"2222","IMPG2","607056.0005"
"2223","AP1S3","615781.0001"
"2224","RDH11","607849.0001"
"2225","LMOD3","616112.0001"
"2226","MFAP5","601103.0001"
"2227","UQCC3","616097.0001"
"2228","DMXL2","612186.0001"
"2229","MFSD8","611124.0008"
"2230","PLK4","605031.0001"
"2231","NLRC4","606831.0003"
"2232","STX1B","601485.0001"
"2233","NDST1","600853.0001"
"2234","TNNI3K","613932.0001"
"2235","FBN2","612570.0011"
"2236","PRKACG","176893.0001"
"2237","ISG15","146571.0001"
"2238","MCMDC1","610098.0001"
"2239","CWF19L1","616120.0001"
"2240","KCNC1","176258.0001"
"2241","TUB","601197.0001"
"2242","DNAJC3","601184.0001"
"2243","FMN2","606373.0001"
"2244","C10ORF2","606075.0016"
"2245","GRIN2B","138252.0010"
"2246","RARS","107820.0001"
"2247","GTPBP3","608536.0001"
"2248","GYG1","603942.0003"
"2249","TGDS","616146.0001"
"2250","FAR1","616107.0001"
"2251","IGHMBP2","600502.0010"
"2252","PURA","600473.0001"
"2253","CAST","114090.0001"
"2254","SPLRTN","616086.0001"
"2255","SGOL1","609168.0001"
"2256","BRF1","604902.0001"
"2257","GRID2","602368.0002"
"2258","NPR2","108961.0008"
"2259","TUBA4A","191110.0001"
"2260","KIF14","611279.0001"
"2261","CHCHD10","615903.0004"
"2262","RNF125","610432.0001"
"2263","WWOX","605131.0004"
"2264","KATNB1","602703.0001"
"2265","PTRH2","608625.0001"
"2266","INS","176730.0001"
"2267","CHST8","610190.0001"
"2268","NALCN","611549.0004"
"2269","ETV","600618.0003"
"2270","PNKP","605610.0002"
"2271","DCDC2","605755.0001"
"2272","KAT6A","601408.0001"
"2273","COL25A1","610004.0001"
"2274","SLC6A16","610299.0001"
"2275","CRB2","609720.0001"
"2276","AMBN","601259.0001"
"2277","ITGB6","147558.0001"
"2278","CLPB","616254.0001"
"2279","COQ4","612898.0001"
"2280","ECHS1","602292.0001"
"2281","ABCD3","170995.0003"
"2282","ALG2","607905.0003"
"2283","UNC45B","611220.0001"
"2284","CREB3L1","616215"
"2285","DGKZ","601441"
"2286","MARS","156560.0005"
"2287","CERS1","606919.0001"
"2288","GPT2","138210.0001"
"2289","CASQ1","114250.0001"
"2290","CPT1C","608846.0001"
"2291","CNTNAP1","602346.0001"
"2292","ADCY6","600294.0001"
"2293","NARS2","612803.0001"
"2294","ACO2","100850.0002"
"2295","CALM1","114180.0003"
"2296","SLC9A1","107310.0001"
"2297","ZBTB42","613915.0001"
"2298","CALM2","114182.0001"
"2299","SEC24D","607186.0001"
"2300","DDX58","609631.0001"
"2301","CEP120","613446.0001"
"2302","IRF7","605047.0001"
"2303","DNM1","602377.0001"
"2304","LRP4","604270.0011"
"2305","MUSK","601296.0001"
"2306","WDR19","608151.0001"
"2307","CRYM","123740.0001"
"2308","PPP2R1A","605983.0001"
"2309","CHRNB1","100710.0001"
"2310","CHRNB1","100710.0003"
"2311","POGZ","614787.0001"
"2312","KCNA2","176262.0001"
"2313","EDNRA","131243.0002"
"2314","CHRND","100720"
"2315","AFF4","604417.0001"
"2316","CHRND","100720.0001"
"2317","CHRND","100720.0010"
"2318","ISCA2","615317.0001"
"2319","CHRNE","100725.0003"
"2320","PARN","604212.0006"
"2321","RAPSN","601592.0001"
"2322","RTEL1","608833.0014"
"2323","GNAT1","139330.0003"
"2324","KCNJ11","600937.0012"
"2325","SNAP25","600322.0001"
"2326","DVL","601365.0001"
"2327","ERCC3","133510.0003"
"2328","TUBGCP4","609610.0001"
"2329","EEF1A2","602959.0002"
"2330","IFT172","607386.0013"
"2331","AARS","601065.0003"
"2332","OSBPL2","606731.0001"
"2333","KCTD17","616386.0001"
"2334","SIK1","605705.0001"
"2335","KCND3","605411.0005"
"2336","CDK5","123831.0001"
"2337","COL4A3BP","604677.0001"
"2338","PARN","604212.0001"
"2339","SNX14","616105.0001"
"2340","PPP2R5D","601646.0001"
"2341","TRPV3","607066.0005"
"2342","IR17RC","610925.0001"
"2343","SASS6","609321.0001"
"2344","CAD","114010.0001"
"2345","ATP6V1B2","606939.0001"
"2346","POLR1A","616404.0001"
"2347","EEF1A2","602959.0001"
"2348","DCPS","610534.0001"
"2349","TRPC3","602345.0001"
"2350","EDC3","609842.0001"
"2351","COL6A3","120250.0007"
"2352","GAL","137035.0001"
"2353","XPR1","605237.0001"
"2354","COPA","601924.0001"
"2355","NTHL1","602656.0001"
"2356","ZNF408","616454.0001"
"2357","CNNM2","607803.0003"
"2358","ZNF408","616454.0003"
"2359","PYCR2","616406.0001"
"2360","SLC6A1","137165.0001"
"2361","RNASEH1","604123.0001"
"2362","SOX9","608160.0018"
"2363","RBP4","180250.0004"
"2364","RSPH3","615876.0001"
"2365","RELN","600514.0003"
"2366","FGFR3","134934.0015"
"2367","MARS2","609728.0004"
"2368","NBAS","608025.0002"
"2369","DOCK2","603122.0001"
"2370","MFSD2A","614397.0001"
"2371","PLEC1","601282.0014"
"2372","UBE2T","610538.0001"
"2373","PRDM12","616458.0001"
"2374","NAGLU","609701.0015"
"2375","IGF2","147470.0004"
"2376","KIAA0586","610178.0001"
"2377","POLR1C","610060.0006"
"2378","TBK1","604834.0001"
"2379","MED25","610197.0003"
"2380","IBA57","615316.0002"
"2381","CARD11","607210.0001"
"2382","HGSNAT","610453.0011"
"2383","COA6","614772.0001"
"2384","COA5","613920.0001"
"2385","KIAA0586","610178.0006"
"2386","DRAM2","613360.0001"
"2387","SOS2","601247.0001"
"2388","BBS2","606151.0018"
"2389","LZTR1","600574.0007"
"2390","SLC25A46","610826.0001"
"2391","RIPPLY2","609891.0001"
"2392","SPARC","182120.0001"
"2393","POT1","606478.0009"
"2394","ERCC5","133530.0003"
"2395","LSS","600909.0001"
"2396","APPL1","604299.0001"
"2397","NFKB1","164011.0001"
"2398","FAM65B","611410.0001"
"2399","SPATA5","613940.0001"
"2400","LMNA","150330.0010"
"2401","ATF6","605537.0001"
"2402","CHAMP1","616327.0001"
"2403","HNRNPK","600712.0001"
"2404","MYT1L","613084.0001"
"2405","COL2A1","120140.0055"
"2406","ALDH18A1","138250.0010"
"2407","DLL4","605185.0001"
"2408","PI4KA","600286.0001"
"2409","PDGFRB","173410.0005"
"2410","IRF3","603734.0001"
"2411","MYO18B","607295.0001"
"2412","FOXE1","602617.0004"
"2413","TRMT5","611023.0001"
"2414","HABP2","603924.0001"
"2415","LMNB2","150341.0005"
"2416","DAG1","128239.0004"
"2417","GPR126","612243.0001"
"2418","XRCC4","194363.0001"
"2419","ACD","609377.0001"
"2420","ALDH18A1","138250.0014"
"2421","ZIC1","600470.0001"
"2422","IRNAR2","602376.0002"
"2423","PEX6","601498.0010"
"2424","CARS2","612800.0001"
"2425","KITLG","184745.0006"
"2426","RORC","602943.0001"
"2427","HARS","142810.0002"
"2428","MAG","159460.0001"
"2429","ANKLE2","616062.0001"
"2430","EXT2","608210.0008"
"2431","TRAF3IP1","607380.0001"
"2432","VPS11","608549.0001"
"2433","SURF1","185620.0016"
"2434","DIAPH1","602121.0002"
"2435","SLC12A5","606726.0004"
"2436","VCP","601023.0010"
"2437","STAT2","600556.0001"
"2438","MORC2","616661.0001"
"2439","MTOR","601231.0001"
"2440","KCNN4","602754.0001"
"2441","PRDM8","616639.0001"
"2442","SLC12A5","606726.0001"
"2443","TCTN2","613846.0002"
"2444","ITPA","147520.0003"
"2445","SLC1A4","600229.0001"
"2446","SPTB","182870.0010"
"2447","TNFAIP3","191163.0001"
"2448","MET","164860.0012"
"2449","HACE1","610876.0001"
"2450","WAC","615049.0001"
"2451","HOMER2","604799.0001"
"2452","KRT25","616646.0001"
"2453","PLEKHG2","611893.0001"
"2454","PEX5","600414.0003"
"2455","SCYL1","607982.0001"
"2456","COL13A1","120350.0001"
"2457","SLC39A8","608732.0001"
"2458","TRAIP","605958.0001"
"2459","MIR204","615147.0001"
"2460","RSPRY1","616585.0001"
"2461","TUBB8","616768.0001"
"2462","LRP6","603507.0005"
"2463","CEP104","616690.0001"
"2464","TENM4","610084.0001"
"2465","KATNIP","616650.0001"
"2466","GAS8","605178.0001"
"2467","KDM1A","609132.0001"
"2468","NUP107","607617.0001"
"2469","DLX4","601911.0001"
"2470","MED13L","608771.0004"
"2471","RTN4IP1","610502.0001"
"2472","COQ7","601683.0001"
"2473","MAPRE2","605789.0001"
"2474","SLC25A26","611037.0001"
"2475","MECOM","165215.0001"
"2476","CACNA1G","604065.0001"
"2477","HNMT","605238.0002"
"2478","TFRC","190010.0001"
"2479","MMP21","608416.0001"
"2480","FUT1","211100.0001"
"2481","UNC80","612636.0001"
"2482","SEC23B","610512.0007"
"2483","GLRX5","609588.0004"
"2484","PIGY","610662.0001"
"2485","TXN2","609063.0001"
"2486","TLE6","612399.0001"
"2487","TRIP4","604501.0001"
"2488","ASCC1","614215.0002"
"2489","CCDC174","616735.0001"
"2490","PPP1R15B","613257.0001"
"2491","SLC9A3","182307.0001"
"2492","SPRY2","602466.0001"
"2493","NUP93","614351.0001"
"2494","FRMD4A","616305.0001"
"2495","LIMS2","607908.0001"
"2496","CCDC115","613734.0001"
"2497","TMEM199","616815.0001"
"2498","SETD2","612778.0001"
"2499","ZNF687","610568.0001"
"2500","MSMO1","607545.0001"
"2501","SLC25A32","610815.0001"
"2502","DDX41","608170.0001"
"2503","IKZF1","603023.0001"
"2504","PER3","603427.0001"
"2505","LMAN2L","609552.0001"
"2506","TANGO2","616830.0001"
"2507","DVL3","601368.0001"
"2508","TAPT1","612758.0001"
"2509","VPS13C","608879.0001"
"2510","PIEZO1","611184.0009"
"2511","ACTA1","102610.0018"
"2512","HSPA9","600548.0003"
"2513","C11orf73","614908.0001"
"2514","BMPR1B","603248.0008"
"2515","SOX5","604975.0001"
"2516","SIPA1L3","616655.0002"
"2517","EMC1","616846.0002"
"2518","ZAK","609479.0001"
"2519","TBL1XR1","608628.0001"
"2520","TBCK","616899.0001"
"2521","ERCC6","609413.0016"
"2522","DPH1","603527.0001"
"2523","SYCE1","611486.0001"
"2524","VWA3B","614884.0001"
"2525","NUDT15","615792.0001"
"2526","CDC14A","603504.0001"
"2527","CAPN1","114220.0001"
"2528","TRNT1","612907.0007"
"2529","SLC34A1","182309.0004"
"2530","HELLS","603946.0001"
"2531","SLFN14","614958.0001"
"2532","FBN1","134797.0064"
"2533","MCM2","116945.0001"
"2534","CD164","603356.0001"
"2535","PIGG","616918.0001"
"2536","SMG9","613176.0001"
"2537","GNB1","139380.0001"
"2538","PDE10A","610652.0001"
"2539","TRMT10C","615423.0001"
"2540","PDE10A","610652.0003"
"2541","RERE","605226.0001"
"2542","NEFH","162230.0002"
"2543","HIVEP2","143054.0001"
"2544","FRRS1L","604574.0001"
"2545","SRC","190090.0002"
"2546","SMARCE1","603111.0001"
"2547","GPR88","607468.0001"
"2548","TCF3","147141.0001"
"2549","GTF2E2","189964.0001"
"2550","TDP2","605764.0001"
"2551","SYCE1","611486.0002"
"2552","TELO2","611140.0001"
"2553","NR1H4","603826.0001"
"2554","AP3D1","607246.0001"
"2555","SEC63","608648.0001"
"2556","PUS3","616283.0001"
"2557","ZAP70","176947.0006"
"2558","ADD3","601568.0001"
"2559","HERC1","605109.0001"
"2560","TRIO","601893.0001"
"2561","CSNK2A1","115440.0001"
"2562","SLC39A14","608736.0001"
"2563","CDC45L","603465.0001"
"2564","GUF1","617064.0001"
"2565","MME","120520.0001"
"2566","TRIP4","604501.0003"
"2567","MME","120520.0006"
"2568","DGUOK","601465.0008"
"2569","MFN2","608507.0013"
"2570","ARV1","611647.0001"
"2571","TK2","188250.0007"
"2572","LARS2","604544.0001"
"2573","NEK9","609798.0001"
"2574","AGBL5","615900.0001"
"2575","GNB3","139130.0002"
"2576","TOR1AIP1","614512.0001"
"2577","NEK9","609798.0003"
"2578","TSEN15","608756.0001"
"2579","WNT10B","601906.0003"
"2580","CACNA1H","607904.0007"
"2581","MST1R","600168.0001"
"2582","TNIK","610005.0001"
"2583","DYNC2LI1","617083.0001"
"2584","ADSSL1","612498.0001"
"2585","CIT","605629.0001"
"2586","SCN8A","600702.0010"
"2587","TFAP2B","601601.0007"
"2588","NUS1","610463.0001"
"2589","PRDM6","616982.0001"
"2590","MAFB","608968.0007"
"2591","MFF","614785.0001"
"2592","TKT","606781.0001"
"2593","DNAJB13","610263.0001"
"2594","FARS2","611592.0005"
"2595","TTC25","617095.0001"
"2596","FLNC","102565.0005"
"2597","DNAJC21","617048"
"2598","IARS","600709.0001"
"2599","SAMD9","610456.0002"
